;author_id;username;author_followers;author_description;author_location
433;15449140;mylou;434;Myrian = My = Lourdinha = Louela/delaRead more Leia!;Na Consolação ou no Taboão...
438;17487715;gianlorenzo;96;Consultoria T. I. Mac Vdeo;Rio de Janeiro
439;815603596960169985;itallodanniel;602;;Thanagar 
440;3778282342;tenebradarkness;96;;
441;1174148030532116480;MuffatoNatalia;145;Mãe solo, capricorniana, social media, pansexual, TAG, tentando sobreviver nesse mundo caótico!!! Instagram: nataliamuffato;
442;1176161016704643079;johndogworthy;142;🌱 🦥Vendo as pedras que sonham sozinhas no mesmo lugar.;Diadema, Brasil
443;157731953;luidhysantana;380;Phd in Astronomy.Former Research Assistant at NASA/GSFC.Traveler and adventurer.Other interests include coffee, Star Wars, pizza and candys.;São Paulo, Brazil
444;196451401;nagillanica;502;Full of blood and hopes.🖤 {she/ela}  horror/trash/gore ✨ Sadako and Jason apologist ✨ shawol baby. 🏳️‍🌈 ViVi💜 FF🛸 icon by: akuri ikeda (@panoramango);Brasil
445;64107472;maylopesmello;325;30 libriana ♎️ @PatriciaBraatz💍❤️👩🏼‍❤️‍💋‍👩🏻🏳️‍🌈;Florianópolis/SC
446;1380545446725173253;barbzoliveira;2062;Pride & Science;Recife, Brasil
448;1242154102374707200;solsxt;63;;Earth, Solar System 
449;59199211;324bi21;421;💫 TA bipolar & TDAH, comunistinha, macumbeira, não-mono/amor livre, pisciana, disney girl, JONATIC, ruim no valorant e mãe de pet  💫;Brasil
456;1256365589574139906;Ahiops_;88;Não gostou? se mata!;dando o rabo
457;1247708073768222721;alohavolt;23;;
458;3236092102;cobracomasash;1398;ela/dela ☭🏹 •psicóloga decolonial • bissexual •neurodivergente;Manaus, 
461;1320727377731833856;MariTiraboschi_;155;💁🏼‍♀️ Mariana, Mari Cyrus, Marizinha, Mariazinha, Mari.👩🏼‍🔬 Farmacêutica.🎮 Amo games e 🐶 animais.🕹️ Lives de games variados, aprendiz de FPS 💥;
464;1159292591487299584;iamnekotales;667;Designer • 23 • ela/dela@nicothecaptain ♡💻 FREE OVERLAY: https://t.co/wwjlLUl84k;Hell de Janeiro | ⚠️ nsfw!! 
465;85097441;isapeartree_;162;franchement, je m'en fous.;Brasil
466;921054409001525249;MAKADAMl;367;⠀⠀⠀⠀ artist & 𝐡𝐢𝐤𝐢𝐤𝐨𝐦𝐨𝐫𝐢 baphomet | 🇧🇷 PT-BR/ENG | 20+ ⠀⠀⠀⠀⠀⠀ » commissions closed ! ⠀⠀⠀⠀⠀⠀ » banner: @Aoi_cchip;⛓ ★ ‧ ₊ 
467;1077375633485938688;Nalu2Reis;80;Só tweets autodepreciativas e de vez em quando vai ver Liverpool, Flamengo e Portela por aqui;Rio de Janeiro, Brazil
468;53512334;Josemorais_;326;Dicas em como ser mais trouxa? Você veio ao lugar certo!;Brasil
469;41137166;ArthurGMLira;73;;
470;2163904872;izatamentxe;2263;tive a sorte de nascer recifense. publicações mensais: @mormacoedita | @lesbout_br | ela/dela 🏳️‍🌈✨;Recife 
471;189354400;isa_isabelans;1208;Vou mostrando como sou e vou sendo como posso🤡⚖️💚🗣️ FND - UFRJ🎓;Rio de Janeiro, Brasil
472;834364848;gielsaaa;107;me ferrei amigos e amigas estevão ferreira;
473;1408271301287059456;xotedamenina;110;ano passado eu morrimas esse ano eu não morro;
474;316598998;HiltonLoureiro;40;;
475;1614012266491379712;_anitaorell;3;tô aqui só pra olhar e pra reclamar às vezes paulistana perdida no erre jota;Rio de Janeiro, Brasil
476;1396201954733432832;Quel_Marias;39;Insta: @raqueljartas • Solteira • 22 anos• Flamenguista;
477;824624226;pinkybuffay;1305;𝐬𝐨𝐢𝐭 𝐠𝐞𝐧𝐭𝐢𝐥 𝐞𝐭 𝐭𝐢𝐞𝐧𝐬 𝐜𝐨𝐮𝐫𝐚𝐠𝐞 - vi a avril no dia 07.09.22 e nada mais importa.;11.05.2014
478;1456673932715733003;GurupiProMundo;3;Aprendendo sobre tudo.;
481;160723165;cotidiana___;256;___________________________________________________ Venho aqui falar sozinha, conversar com umas @s e papitar no Tweet quase alheio;Rio de Janeiro, Brasil
482;1221574125313044480;CrisGLandi;3;;
484;40379481;DJ_FABIANO;83;;Rio de Janeiro
485;366904011;Feehcorreia_;15;$2;São Paulo, Brasil
486;268097577;miihrocha_b;131;só vim pra curiar e reclamar | Instagram: https://t.co/Mr7D2seT0V;Brasil 
488;113203799;juantemjota;987;;São Paulo, Brasil
490;1137046360765751296;Filcardoso021;19;;Rio de Janeiro, Brazil
491;275772133;Bia_dePaulaa;221;Brazilian singer;
496;1688064619;pqsimgabriel;64;eai fake;Rio de Janeiro
498;2360216629;princesabeliba;9;reclamar é minha praia;
500;173953154;caprisce_;60;Basicamente retuítes de bichinhos fofos e reclamações 😂;
502;1095409525258108929;juliagamas;54;sem tempo irmão;
505;904735526405763072;CLARICEMBARRETO;106;Carioca, flamenguista,  enófila, irreverente,  autêntica,  ousada,  teimosa, surpreendente,  antenada que adora ler e aprender.;
506;371986880;ElisaNunesSL;316;Admiradora da vida, irritante, exigente, amiga...;
507;231209338;GBragaLobato;772;24, carioca. Relações Internacionais, @UFF_br.;Rio de Janeiro
508;2551555637;omundoflavio;411;Personalidade da Mídia.A Ciência do Direito é um Bem Espiritual.Building a Better future.Ser libre es querer la libertad de los demás.;Brasília, Brasil - Earthling. 
509;615729718;josuenunes;12506;Aclamado escritor de groselha política, financeira e comportamental. Vivo do mercado financeiro, mas não recomendo essa vida pra ninguém.;
511;1385817506;DanFerreira82;35;Pai da Maria e do Gustavo. Cirurgião Bariátrico. Diretor da Clínica de Cirurgia Niteroi;Niterói, Brasil
512;491275168;SantossTico;256;Eu to sempre no mundo da lua 🌓 . @eusou_o_tico;Duque de Caxias
513;27778526;cristianmc;221;Just a soldier of fortune...;anywhere
514;1261520081147908098;katiarocha2020;48;Para viajar basta existir. O ignorante afirma, o sábio duvida, o sensato reflete.;Rio de Janeiro, Brasil
515;180350702;giordanogar;76;;Santa Monica, CA
516;1531769283151372289;euofake;13;.;
517;972499013160329216;DonateloCV;109;;
518;2993622460;luisasnzer;1350;be shine ✨;
519;218333263;yeswehavebanana;193;Reflexões e Reclamações;Pernambuco - BR
520;991102945767968769;Gadodemaisvc;1;;
521;1346560430953689089;RodrigoMRibe;35;;Rio de Janeiro, Brazil
522;1213578207196172288;CasillasSarabi;18;#sixseasonsandamovie;neverland 
523;53882688;silvianagata;2694;Sobrevivente do país brasil;Sao Paulo
525;155296446;galdinolucass;1447;Contador de histórias no @ter_a_pia, apresentador na @tastemadebr, escritor do 'A história do outro muda a gente' e opinante.💼 terapia@brunch.ag;Brazil - São Paulo
527;820511497;raphawel;179;Flamengo, de Niterói e estudante da Economia. Defensor da Democracia Social Liberal.Lord is good.;Niterói, Brasil
531;1177275029605756928;hriquen;75;✈️👨🏼‍✈️👨🏼‍💻;Belo Horizonte, Brazil
532;1554467612947628032;gigimagalhaes_;480;fada do goiás;Brasília, Brasil
533;4341679763;aexecutivavegan;781;vc ainda usa calçado de couro?! 🌱AEVEG - Por Um Caminhar Consciente!;Sao Paulo, Brazil
534;933715389908910080;resgatitosbh;421;Educação, conscientização e respeito aos animais. @drica_bh e @renataegatitos atuam como protetoras independentes em Belo Horizonte/MG.Insta: @resgatitosbh;Belo Horizonte, Brasil
535;320745203;anubibella;513;Blogueira falida. #forabolsonaro #vacinajá;Goiânia, Brasil
537;1330272469966532609;pjnsoli;101;;nini & 7. | sccp.
538;2800048825;wooadi;191;;Brasília, Brasil
539;1058575379248672768;ksoyxng;1428;aquela música triste que te deixa esperançoso;61
542;98653348;perescop1o;332;sou o único representante do meu sonho na terra e é isso aí parceiro;
543;2240047135;soscminds;2153;just me or does quentin tarantino kind of sound like quarantined taquito?;San Antonio, TX
545;3247156762;Leecka_s;108;Frequentemente chamada de estranha.;
546;29794943;themariecrises;2474;eu existo, logo, reclamo.;Rio de Janeiro, Brasil
547;1555267058568396801;RafaelS53201698;22;Full Stack Developer;
554;25503983;portalacionista;23531;📰 A via necessária para o sucesso dos seus investimentos;Porto Alegre, Brasil
555;869725035564601344;weulermesmo;371;;
557;1100233520797175809;cacaponto;343;;Maceió, Brasil
558;90750547;taokfalei;10;🇧🇷🇺🇸🇮🇱🦁👑;Cuiabá, Brasil
559;1242257424842547200;ancrs2;7;;
561;1617044744911179777;taiobbb;3;;
562;20955219;natheeee;237;lesbian trash ♫ 🏳️‍🌈 🌱 #govegana louca das músicas, recomendo coisas duvidosas;
563;945978991978205184;LuizAlbertode20;121;gateiro;Sao Paulo, Brazil
564;46375600;MayaraMah;1311;Quero trazer à memória o que me pode dar esperança.;Maranhão
565;87972189;Slodera;90;;
567;1459777206671097859;Alexand94858298;29;;
568;896823848414449671;jiggukjeon;3626;se o mundo fosse justo mesmo eu seria melhor amiga do @BTS_twt | capista iniciante;westeros | chále 13 
569;1198350225859067904;SR_fudido;23;Maxu, seguinte kkkkk coisado né insta:moaneto11wpp: Pede no privado;Fortaleza, Brasil
572;1358579854535458817;bal4clava;11;;
573;16402650;paloma_leite;125;Eu mesma comprarei as minhas flores. 🌹🌹🌹Não me levem a sério. Eu não levo.;Brasil
575;84968897;briihurie;399;;Brasilia
576;131078096;fabianoaraujo_;422;;SP | Brazil
577;1448667498086207498;angelamorone64;54;;
578;75147571;jaredebr;82;SEM TEMPO PRA GADO, FILHOTE DE BOSTANARO E LAMBE-BOTA DE CANDIDATO A DÉSPOTA TUPINIQUIM. ACREDITO EM DEUS E ELE NÃO CHAMA MESSIAS.;INFELIZMENTE POR AQUI
579;740868395567042560;thiagoalsantos;1;I don't know, tell you.... rs;Rio de Janeiro, Brazil
580;232426778;vIemos7;3641;bring me the horizon saved my life. coca cola, casimito, flamengo e gabigol acima de tudo e todos. careca 06.03.16 ☔ 03.04.19 ✱;rio de janeiro
581;24275536;silrosa;1323;Cristã progressista, advogada, apaixonada por música e esportes. 🐷⚽️ #FTTB #TeamLH #LakeShow;São Paulo, Brasil
583;546398095;ftoledopiza;199;;Portland, OR
584;1427633634664669184;Giovanna45f;857;siga seus sonhos,do seu jeito não esqueça de ter esperança 💕;Itu-sp
586;1551899082456793089;AranhaHumana16;18;Pq vc vê bio mn🧐🧐🧐;
587;1117937291064946688;tlvzmudedeideia;41;;Ceará, Brazil
588;1184568571407540229;takisdabil;2983;˗ˏˋ🏡—god, do i LOOOOOVE you 𓂃•° •@thsteinfeld gf 🤍;🐈‍⬛10/03🐈
589;440155854;EPortolan;571;#Blogueiro#Inter#Professor#LGBT;Carazinho-RS
591;1441904008600293379;jsoomarvel;859;͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏;estrela  ☆  ( s. ) são manchas que o universo não tem vergonha de mostrar. é o brilho particular que você carrega no olhar, jennie ! 
593;3092667449;stonedathelakes;900;I was so ahead of the curve, the curve became a sphere. / entusiasta de cantoras e sitcoms.;right where you left me 
594;961789031712460800;babiargh;329;dançarina aposentada ela/delashe/her;Brasil
595;30249658;thaioliv_;343;analista de dados e secretária. amo ouvir podcasts, me indica um aí?;Rio de Janeiro, Brasil
596;62411101;carinavD;472;Fundei uma editora, a Galuba Editorial.;neverland
599;101261617;pamrr02;456;;Espírito Santo - Brasil
600;117422990;angelicamorango;224448;pelada e intelectual https://t.co/13Ds71jZBU;Florianópolis, Brazil
601;808007060835209216;dorinha91;769;;
602;1622383463281074176;pinho_aglae6873;34;Gosto tanto que coloco aqui , filme minha doce gueixa,  e a rainha virgem de 1953 o que não gostei foi me dizerem que á limites #sosnorte;RJ
605;217837791;Manthay_;804;Corinthians 🖤🤍 não me segue que eu to perdida ֶָ ✩03.04.2000†27.08.2015 #LeticiaVieira❤️;osasco QZO
606;2542666776;youtuboos;2884;*trying to impress with some obscure tracks like NU'EST*;exoplanet #3
607;1009491920735887360;LailaFrazao;338;;Rio de Janeiro, Brasil
608;1089525603173322755;_meugeniaprado;81;1* 💀🚨 | concursada ainda na luta pelo sonho e mãe de vira-latas especiais 🐶;São Paulo, Brasil
609;1259978515543396352;Tony02060830;32;In God ITrust.!!;
611;160030031;jurezlara13;4820;Professora, apaixonada por crianças, pela família, pelos meus amigos, pelo São Paulo, por música e por fotografia;Brazil, IN
612;1240263876039651328;RabeloEstrela;384;;
613;92741876;_CaPires;205;Amante de boa música. Jovem tiazona. Cozinheira nata. Aspirante a DJ e baixista.;Brazil
614;51748771;santicioli;17;Inconformado c/ tanta coisa errada e q ninguém se preocupa. O ser humano passou a gostar d ser enganado e prejudicado ou é pura preguiça d fazer/cobrar o certo?;Pelo Brasil, sudeste
615;61937893;cvassalo;1053;A ordem tende para a desordem;Minas Gerais, Brasil
616;886365785974820868;cvpclaudioo;36;Curioso;Glória, Manaus
617;1144400718595547136;FessoJulio;634;Serígrafo, Líder Social, Presidente na Favela Morro do Papagaio (2° mandato), Fundador do Eu Amo Minha Quebrada. Cofundador do Pré-ENEM PPG e fa.vela.;Morro do Papagaio, BH/MG
618;1020656732471742464;dudafbm;246;destrua o patrimônio público e privado, ataque templos, incendeie carros, apedreje ônibus e tente levar o caos aos nossos principais centros urbanos. SESO-UERJ;Centro, Rio de Janeiro
619;28935200;Thishiryu;888;Uma pessoa em desconstrução, buscando evoluir!Debochado, irônico, sarcástico e lerdoooo auauhauha Vivo com com fome (taurino) e dizem que sou engraçado;Minas Brasil, Belo Horizonte
621;2228989478;bulbarissa;543;i'm not here this isn't happening;belo horizonte 
622;736178451204452352;AnnaMonteiro283;305;Mãe de pets💚🐕* Meta de vida: protetora de dogs *💚;Rio de Janeiro, Brasil
623;43390762;crisfr;144;Destino estranho esse de uma moça privada de si mesma, mas tão sensível aos encantos discretos das pequenas coisas da vida...📚🐱🧳;
625;581334899;DarthVoss;50;ex-ladrão de xuxinhas,pintor de botão;
627;78179690;Ingrid_Brand;443;cientista em piração;Florianópolis, Brasil
628;1589244860682452993;Ricardo42934521;4;;
630;14220403;mneubert;653;Arrumo cagada dos outros mantenho empresas funcionando sem ninguém saber.;RS
631;1072240718746402818;fredelano;576;formada em biologia, jogo lol, adoro ver desenho, estudo dinossauros e só falo merdafaço stream  na twitch de vez em quando;
632;92868205;luizchatao;1058;Amo minha família. volto em breve.;Isle of Man, United Kingdom
633;181665861;ApenasAdrika;344;27 anos ⭐ Bióloga, professora e produtora de conteúdo.Aceitando freelas e um rumo na vida no meio desse caos!✉️: adrika.silva95@gmail.com;São Paulo!!
634;1109439399220166658;lontrafugitiva;297;🕓🦦🍄🏳️‍🌈;
635;60145193;fabs_madrigal;87;Apaixonada por animais 🐶🐱;
636;1097555681870254085;Bezerra_fnd;455;;
637;389102754;10Silvav;201;Sonho não é aquilo que você vê enquanto dorme, sonho é aquilo que não te deixa dormir🙏🏾😌💪🏾;Cristalina, Brasil
638;59557222;yannamarques;191;não sei fazer bio engraçada.;São Bernardo do Campo, Brasil
639;875670109553127424;na_nageo;155;Nem legal, nem insuportável, apenas uma chatinha altamente gente boa 🙃;
640;733778584393920512;ibrunadias;216;raramente tem algo aqui para ser levado a sério. 🎓 publicitária e palpiteira.;Vila Velha, Brasil
642;3044402579;CMikashi;67;I'm scared to live but I'm scared to die 🌌Lic. Biologia 🌱;Recife
643;101558692;jessicaa_lane;432;GATOS ANTIFASCISTAS 🤎🤍🖤;ZN do Rio de Janeiro | Brasil
645;35905381;genericox;97;;Brasil
647;325790992;Raquel_Moriconi;2368;Swiftie since 2011. Never met Taylor 💔 Rep tour Arlington 10/05 💕 Waiting to see Taylor again in São Paulo ❤️;Brasil
649;529883250;cowboybebo;533;macaco praia carro jornal tobogã eu acho tudo isso um saco;"🏳️‍🌈; 23; sp"
650;70540425;incrivs;459;🌈 🌻 🌞 Médica de postinho. Brasileiro necessita de adicional insalubridade. CID 10 - R46.2;
651;1344879941213691905;hannwtf;110;- não me responsabilizo por nada desta rede;
652;4906494544;claramelogr;99;♍🌬️;Rio de Janeiro, Brasil
653;15957272;anapmagostini;177;eu vivo de acumular saudades.;Brazil
654;1504491720452550671;xansilspfc;93;I bet you think about me when you say: omg, she's insane;SP Futebol Clube
655;14107508;quasemineira;721;Web Designer na maior parte do dia, Blogueira perdida no interior e Youtuber dos bichos 🐹🐹🐹🐈🐈🐈🐶🐔;Piracicaba SP
656;1287107724560523264;bjodaglai;41128;Life imitates art - Sinta-se em casa mas lembre-se que não está. - @glainacozinha - @gatocacambita - @garantido;
657;135281169;simininha;52;Quem vai saber?;Brasil
659;1387578790990204928;mukog_;39;Editor de vídeo, sofredor do @santosfc e da @furia .;São Sebastião
661;1561865270376939520;jangpanda_;33;sad & brazilian;mars
662;217881068;pedraooooooo;69;;
663;325105410;jhcastaldo;3289;Dr. em Agronomia, prof. universitário, investidor e produtor rural.Assuntos: Agronomia, economia, bolsa, pizza e hamburger(não necessariamente nesta ordem).;
664;252336154;CarlosjCordeiro;15;;Recife, Brazil
666;567480041;mishajirov;2469;don't come to my house or else I'll suck your dick haha blood I'll suck your blood;ele/dele/he/him
667;78566547;emersonguidine;23949;"Viver é uma arte, seja o artista da sua vida.""O melhor presente Deus me deuA vida me ensinou a lutar pelo que é meu.""";Belo Horizonte
668;857941355712196609;LucianoMagrini;30;;
669;2225891138;Shippify;1604;Smart urban logistics through a community of on-demand drivers & amazing technology. #Crowdshipping #GetShipDone since 2014@shippifyhelp;World
671;1393015330017054720;ViniciusDiasOl5;68;só pra ter uma bio;
672;243893943;feelnoguilt;481;neon ghost caught on camera, i'm the visual depiction of untreated mental illness. wikivolk oficial. she/her.;Demimonde
674;1125236100610646017;porralyssaa;121;po que bacana pena que foda-se 😃;Recife, Brasil
676;1409320496307507208;Dudu67697793;3;O mesmo de sempre e pra sempre o mesmo 😎;
677;927910183199789056;maioneindi;160;Usando essa rede com terapia🌻Reclamar sempre será uma opção;Palmas, Brasil
